station,date,daily_entries
103 ST,2011-02-11,34938.0
103 ST,2011-02-12,26255.0
103 ST,2011-02-13,20209.0
103 ST,2011-02-14,28990.0
103 ST,2011-02-15,34431.0
103 ST,2011-02-16,34829.0
103 ST,2011-02-17,34735.0
103 ST,2011-02-18,33993.0
103 ST,2011-02-19,27427.0
103 ST,2011-02-20,20482.0
103 ST,2011-02-21,19944.0
103 ST,2011-02-22,28025.0
103 ST,2011-02-23,32199.0
103 ST,2011-02-24,32119.0
103 ST,2011-02-25,31151.0
103 ST,2011-02-26,25116.0
103 ST,2011-02-27,20148.0
103 ST,2011-02-28,28344.0
103 ST,2011-03-01,33967.0
103 ST,2011-03-02,34968.0
103 ST,2011-03-03,35101.0
103 ST,2011-03-04,35437.0
103 ST,2011-03-05,26845.0
103 ST,2011-03-06,21031.0
103 ST,2011-03-07,28405.0
103 ST,2011-03-08,35038.0
103 ST,2011-03-09,36107.0
103 ST,2011-03-10,35480.0
103 ST,2011-03-11,34778.0
103 ST,2011-03-12,21191.0
103 ST,2011-03-13,12592.0
103 ST,2011-03-14,27524.0
103 ST,2011-03-15,34282.0
103 ST,2011-03-16,35197.0
103 ST,2011-03-17,35631.0
103 ST,2011-03-18,36065.0
103 ST,2011-03-19,25439.0
103 ST,2011-03-20,20296.0
103 ST,2011-03-21,30462.0
103 ST,2011-03-22,34331.0
103 ST,2011-03-23,35483.0
103 ST,2011-03-24,34706.0
103 ST,2011-03-25,35525.0
103 ST,2011-03-26,26352.0
103 ST,2011-03-27,20400.0
103 ST,2011-03-28,29945.0
103 ST,2011-03-29,34664.0
103 ST,2011-03-30,35219.0
103 ST,2011-03-31,35136.0
103 ST,2011-04-01,35254.0
103 ST,2011-04-02,25600.0
103 ST,2011-04-03,20611.0
103 ST,2011-04-04,30307.0
103 ST,2011-04-05,34615.0
103 ST,2011-04-06,35926.0
103 ST,2011-04-07,35651.0
103 ST,2011-04-08,35589.0
103 ST,2011-04-09,25992.0
103 ST,2011-04-10,20639.0
103 ST,2011-04-11,30459.0
103 ST,2011-04-12,35202.0
103 ST,2011-04-13,35867.0
103 ST,2011-04-14,35697.0
103 ST,2011-04-15,36176.0
103 ST,2011-04-16,26093.0
103 ST,2011-04-17,19131.0
103 ST,2011-04-18,28054.0
103 ST,2011-04-19,31016.0
103 ST,2011-04-20,31541.0
103 ST,2011-04-21,32568.0
103 ST,2011-04-22,30866.0
103 ST,2011-04-23,22838.0
103 ST,2011-04-24,18768.0
103 ST,2011-04-25,25037.0
103 ST,2011-04-26,32585.0
103 ST,2011-04-27,34806.0
103 ST,2011-04-28,34957.0
103 ST,2011-04-29,35157.0
103 ST,2011-04-30,26340.0
103 ST,2011-05-01,20789.0
103 ST,2011-05-02,30338.0
103 ST,2011-05-03,34377.0
103 ST,2011-05-04,35559.0
103 ST,2011-05-05,35110.0
103 ST,2011-05-06,35535.0
103 ST,2011-05-07,25708.0
103 ST,2011-05-08,20602.0
103 ST,2011-05-09,29660.0
103 ST,2011-05-10,33731.0
103 ST,2011-05-11,35375.0
103 ST,2011-05-12,34433.0
103 ST,2011-05-13,35331.0
103 ST,2011-05-14,25454.0
103 ST,2011-05-15,20089.0
103 ST,2011-05-16,30264.0
103 ST,2011-05-17,33650.0
103 ST,2011-05-18,35053.0
103 ST,2011-05-19,32617.0
103 ST,2011-05-20,35232.0
103 ST,2011-05-21,24944.0
103 ST,2011-05-22,19847.0
103 ST,2011-05-23,29467.0
103 ST,2011-05-24,34341.0
103 ST,2011-05-25,34626.0
103 ST,2011-05-26,34977.0
103 ST,2011-05-27,35010.0
103 ST,2011-05-28,22960.0
103 ST,2011-05-29,18591.0
103 ST,2011-05-30,17617.0
103 ST,2011-05-31,29646.0
103 ST,2011-06-01,33723.0
103 ST,2011-06-02,34129.0
103 ST,2011-06-03,34983.0
103 ST,2011-06-04,24978.0
103 ST,2011-06-05,19664.0
103 ST,2011-06-06,29650.0
103 ST,2011-06-07,34236.0
103 ST,2011-06-08,34721.0
103 ST,2011-06-09,33279.0
103 ST,2011-06-10,33868.0
103 ST,2011-06-11,25538.0
103 ST,2011-06-12,20877.0
103 ST,2011-06-13,29840.0
103 ST,2011-06-14,33857.0
103 ST,2011-06-15,35138.0
103 ST,2011-06-16,34809.0
103 ST,2011-06-17,33789.0
103 ST,2011-06-18,24463.0
103 ST,2011-06-19,19092.0
103 ST,2011-06-20,28822.0
103 ST,2011-06-21,32942.0
103 ST,2011-06-22,33377.0
103 ST,2011-06-23,33042.0
103 ST,2011-06-24,32657.0
103 ST,2011-06-25,25407.0
103 ST,2011-06-26,20446.0
103 ST,2011-06-27,28701.0
103 ST,2011-06-28,32775.0
103 ST,2011-06-29,31747.0
103 ST,2011-06-30,31710.0
103 ST,2011-07-01,31363.0
103 ST,2011-07-02,22345.0
103 ST,2011-07-03,17032.0
103 ST,2011-07-04,16254.0
103 ST,2011-07-05,28416.0
103 ST,2011-07-06,31456.0
103 ST,2011-07-07,32119.0
103 ST,2011-07-08,31515.0
103 ST,2011-07-09,23048.0
103 ST,2011-07-10,19647.0
103 ST,2011-07-11,27875.0
103 ST,2011-07-12,31930.0
103 ST,2011-07-13,32729.0
103 ST,2011-07-14,32775.0
103 ST,2011-07-15,32057.0
103 ST,2011-07-16,24055.0
103 ST,2011-07-17,19259.0
103 ST,2011-07-18,27588.0
103 ST,2011-07-19,31375.0
103 ST,2011-07-20,32602.0
103 ST,2011-07-21,32465.0
103 ST,2011-07-22,30209.0
103 ST,2011-07-23,21875.0
103 ST,2011-07-24,18035.0
103 ST,2011-07-25,26891.0
103 ST,2011-07-26,31201.0
103 ST,2011-07-27,30363.0
103 ST,2011-07-28,32427.0
103 ST,2011-07-29,31103.0
103 ST,2011-07-30,23286.0
103 ST,2011-07-31,19504.0
103 ST,2011-08-01,27429.0
103 ST,2011-08-02,30975.0
103 ST,2011-08-03,31049.0
103 ST,2011-08-04,31145.0
103 ST,2011-08-05,31354.0
103 ST,2011-08-06,23737.0
103 ST,2011-08-07,18655.0
103 ST,2011-08-08,27079.0
103 ST,2011-08-09,30411.0
103 ST,2011-08-10,30684.0
103 ST,2011-08-11,31894.0
103 ST,2011-08-12,30922.0
103 ST,2011-08-13,23433.0
103 ST,2011-08-14,17069.0
103 ST,2011-08-15,25324.0
103 ST,2011-08-16,29619.0
103 ST,2011-08-17,31108.0
103 ST,2011-08-18,30649.0
103 ST,2011-08-19,30315.0
103 ST,2011-08-20,22296.0
103 ST,2011-08-21,19157.0
103 ST,2011-08-22,25049.0
103 ST,2011-08-23,28825.0
103 ST,2011-08-24,29547.0
103 ST,2011-08-25,29795.0
103 ST,2011-08-26,29351.0
103 ST,2011-08-27,13412.0
103 ST,2011-08-28,7.0
103 ST,2011-08-29,16473.0
103 ST,2011-08-30,28518.0
103 ST,2011-08-31,29941.0
103 ST,2011-09-01,31063.0
103 ST,2011-09-02,30297.0
103 ST,2011-09-03,22678.0
103 ST,2011-09-04,18980.0
103 ST,2011-09-05,17440.0
103 ST,2011-09-06,27692.0
103 ST,2011-09-07,31185.0
103 ST,2011-09-08,33721.0
103 ST,2011-09-09,34462.0
103 ST,2011-09-10,24343.0
103 ST,2011-09-11,19019.0
103 ST,2011-09-12,30381.0
103 ST,2011-09-13,34699.0
103 ST,2011-09-14,35308.0
103 ST,2011-09-15,35647.0
103 ST,2011-09-16,35628.0
103 ST,2011-09-17,25662.0
103 ST,2011-09-18,20903.0
103 ST,2011-09-19,30244.0
103 ST,2011-09-20,34528.0
103 ST,2011-09-21,35254.0
103 ST,2011-09-22,35663.0
103 ST,2011-09-23,34969.0
103 ST,2011-09-24,25442.0
103 ST,2011-09-25,21424.0
103 ST,2011-09-26,30266.0
103 ST,2011-09-27,34913.0
103 ST,2011-09-28,34904.0
103 ST,2011-09-29,30766.0
103 ST,2011-09-30,30665.0
103 ST,2011-10-01,24976.0
103 ST,2011-10-02,20007.0
103 ST,2011-10-03,30879.0
103 ST,2011-10-04,35011.0
103 ST,2011-10-05,35287.0
103 ST,2011-10-06,35820.0
103 ST,2011-10-07,35932.0
103 ST,2011-10-08,24635.0
103 ST,2011-10-09,20161.0
103 ST,2011-10-10,24048.0
103 ST,2011-10-11,33354.0
103 ST,2011-10-12,35733.0
103 ST,2011-10-13,35246.0
103 ST,2011-10-14,35664.0
103 ST,2011-10-15,26321.0
103 ST,2011-10-16,21467.0
103 ST,2011-10-17,30688.0
103 ST,2011-10-18,35248.0
103 ST,2011-10-19,35758.0
103 ST,2011-10-20,35500.0
103 ST,2011-10-21,35971.0
103 ST,2011-10-22,26119.0
103 ST,2011-10-23,20561.0
103 ST,2011-10-24,30060.0
103 ST,2011-10-25,35012.0
103 ST,2011-10-26,35653.0
103 ST,2011-10-27,36442.0
103 ST,2011-10-28,36351.0
103 ST,2011-10-29,25598.0
103 ST,2011-10-30,19515.0
103 ST,2011-10-31,30486.0
103 ST,2011-11-01,35762.0
103 ST,2011-11-02,35901.0
103 ST,2011-11-03,36074.0
103 ST,2011-11-04,36408.0
103 ST,2011-11-05,26768.0
103 ST,2011-11-06,21753.0
103 ST,2011-11-07,32482.0
103 ST,2011-11-08,30277.0
103 ST,2011-11-09,34910.0
103 ST,2011-11-10,35916.0
103 ST,2011-11-11,24343.0
103 ST,2011-11-12,30136.0
103 ST,2011-11-13,26142.0
103 ST,2011-11-14,29074.0
103 ST,2011-11-15,34157.0
103 ST,2011-11-16,35251.0
103 ST,2011-11-17,36640.0
103 ST,2011-11-18,34851.0
103 ST,2011-11-19,27150.0
103 ST,2011-11-20,21093.0
103 ST,2011-11-21,29200.0
103 ST,2011-11-22,34708.0
103 ST,2011-11-23,35310.0
103 ST,2011-11-24,22722.0
103 ST,2011-11-25,21726.0
103 ST,2011-11-26,20887.0
103 ST,2011-11-27,18737.0
103 ST,2011-11-28,27966.0
103 ST,2011-11-29,35036.0
103 ST,2011-11-30,33435.0
103 ST,2011-12-01,36242.0
103 ST,2011-12-02,35844.0
103 ST,2011-12-03,27982.0
103 ST,2011-12-04,21754.0
103 ST,2011-12-05,29553.0
103 ST,2011-12-06,35253.0
103 ST,2011-12-07,35658.0
103 ST,2011-12-08,35443.0
103 ST,2011-12-09,36197.0
103 ST,2011-12-10,28493.0
103 ST,2011-12-11,22590.0
103 ST,2011-12-12,29455.0
103 ST,2011-12-13,34845.0
103 ST,2011-12-14,35522.0
103 ST,2011-12-15,35668.0
103 ST,2011-12-16,35935.0
103 ST,2011-12-17,29142.0
103 ST,2011-12-18,22555.0
103 ST,2011-12-19,30038.0
103 ST,2011-12-20,34495.0
103 ST,2011-12-21,34614.0
103 ST,2011-12-22,33655.0
103 ST,2011-12-23,32863.0
103 ST,2011-12-24,22777.0
103 ST,2011-12-25,14890.0
103 ST,2011-12-26,16891.0
103 ST,2011-12-27,24107.0
103 ST,2011-12-28,26913.0
103 ST,2011-12-29,28733.0
103 ST,2011-12-30,29449.0
103 ST,2011-12-31,23536.0
103 ST-CORONA,2011-01-01,0.0
103 ST-CORONA,2011-01-02,9917.0
103 ST-CORONA,2011-01-03,16787.0
103 ST-CORONA,2011-01-04,17846.0
103 ST-CORONA,2011-01-05,18210.0
103 ST-CORONA,2011-01-06,18203.0
103 ST-CORONA,2011-01-07,17905.0
103 ST-CORONA,2011-01-08,13671.0
103 ST-CORONA,2011-01-09,11217.0
103 ST-CORONA,2011-01-10,17055.0
103 ST-CORONA,2011-01-11,17559.0
103 ST-CORONA,2011-01-12,15650.0
103 ST-CORONA,2011-01-13,17601.0
103 ST-CORONA,2011-01-14,17932.0
103 ST-CORONA,2011-01-15,13871.0
103 ST-CORONA,2011-01-16,11354.0
103 ST-CORONA,2011-01-17,14158.0
103 ST-CORONA,2011-01-18,16724.0
103 ST-CORONA,2011-01-19,17696.0
103 ST-CORONA,2011-01-20,18258.0
103 ST-CORONA,2011-01-21,17834.0
103 ST-CORONA,2011-01-22,14001.0
103 ST-CORONA,2011-01-23,10972.0
103 ST-CORONA,2011-01-24,16361.0
103 ST-CORONA,2011-01-25,16822.0
103 ST-CORONA,2011-01-26,16950.0
103 ST-CORONA,2011-01-27,14917.0
103 ST-CORONA,2011-01-28,17522.0
103 ST-CORONA,2011-01-29,14753.0
103 ST-CORONA,2011-01-30,12050.0
103 ST-CORONA,2011-01-31,17982.0
103 ST-CORONA,2011-02-01,18539.0
103 ST-CORONA,2011-02-02,17097.0
103 ST-CORONA,2011-02-03,18455.0
103 ST-CORONA,2011-02-04,18700.0
103 ST-CORONA,2011-02-05,14782.0
103 ST-CORONA,2011-02-06,11829.0
103 ST-CORONA,2011-02-07,18228.0
103 ST-CORONA,2011-02-08,18763.0
103 ST-CORONA,2011-02-09,18521.0
103 ST-CORONA,2011-02-10,18599.0
103 ST-CORONA,2011-02-11,18449.0
103 ST-CORONA,2011-02-12,14965.0
103 ST-CORONA,2011-02-13,12198.0
103 ST-CORONA,2011-02-14,18040.0
103 ST-CORONA,2011-02-15,18978.0
103 ST-CORONA,2011-02-16,18614.0
103 ST-CORONA,2011-02-17,18932.0
103 ST-CORONA,2011-02-18,19063.0
103 ST-CORONA,2011-02-19,14864.0
103 ST-CORONA,2011-02-20,11818.0
103 ST-CORONA,2011-02-21,13832.0
103 ST-CORONA,2011-02-22,17112.0
103 ST-CORONA,2011-02-23,17860.0
103 ST-CORONA,2011-02-24,18007.0
